date,value
6:06:06,3556
6:06:07,2670
6:06:08,2402
6:06:09,3644
6:06:09,3803
6:06:09,4126
6:06:12,1710
6:06:15,2218
6:06:17,2194
6:06:17,1981
6:06:20,2787
6:06:22,4041
6:06:22,3929
6:06:23,4432
6:06:24,4433
6:06:25,4354
6:06:28,2573
6:06:29,3764
6:06:36,2392
6:06:37,4418
6:06:38,3348
6:06:38,3349
6:06:42,2718
6:06:43,1519
6:06:44,1524
6:06:47,2649
6:06:48,3820
6:06:49,1959
6:06:52,2285
6:06:53,3835
6:06:53,2612
6:06:54,1771
6:06:58,2712
6:06:58,3810
6:06:59,3087
6:06:59,3239
6:07:00,3381
6:07:02,3546
6:07:03,1953
6:07:04,4505
6:07:04,3783
6:07:05,2309
6:07:05,3886
6:07:05,2197
6:07:11,2124
6:07:11,1592
6:07:13,1501
6:07:14,4278
6:07:15,2771
6:07:16,1719
6:07:18,3948
6:07:19,2271
6:07:20,3868
6:07:23,2427
6:07:23,3947
6:07:24,1801
6:07:24,1962
6:07:28,4314
6:07:39,4016
6:07:40,2258
6:07:41,3144
6:07:42,2031
6:07:42,3887
6:07:46,4477
6:07:46,3806
6:07:46,1481
6:07:47,2643
6:07:47,4537
6:07:49,3660
6:07:51,4546
6:07:51,2806
6:07:54,4402
6:07:55,3986
6:07:55,1597
6:07:56,1473
6:07:57,1478
6:07:57,4373
6:07:58,3596
6:08:00,4074
6:08:01,4556
6:08:02,2636
6:08:04,2483
6:08:05,2874
6:08:07,2843
6:08:08,3772
6:08:15,4361
6:08:15,2317
6:08:15,1776
6:08:18,1565
6:08:18,1589
6:08:18,4328
6:08:20,4276
6:08:20,2100
6:08:21,3928
6:08:22,4445
6:08:22,1481
6:08:23,4079
6:08:24,2759
6:08:24,2387
6:08:28,2200
6:08:28,2220
6:08:31,2961
6:08:31,2382
6:08:35,2278
6:08:35,2291
6:08:38,4294
6:08:41,3772
6:08:41,3238
6:08:45,3926
6:08:45,3514
6:08:46,2684
6:08:46,4531
6:08:47,3663
6:08:47,4566
6:08:49,4282
6:08:52,4253
6:08:53,3276
6:08:55,2929
6:08:55,3509
6:08:55,1627
6:08:56,2616
6:08:56,2661
6:08:56,3935
6:08:56,4515
6:08:58,2037
6:08:59,1663
6:09:00,1608
6:09:00,3944
6:09:02,2789
6:09:02,3822
6:09:05,3392
6:09:08,3393
6:09:08,4356
6:09:10,1618
6:09:12,2212
6:09:13,1854
6:09:13,2797
6:09:15,3369
6:09:16,3369
6:09:18,1549
6:09:18,1802
6:09:19,4446
6:09:20,3492
6:09:20,3949
6:09:22,2747
6:09:29,2803
6:09:30,4565
6:09:31,2583
6:09:32,1495
6:09:32,4272
6:09:33,3046
6:09:33,2758
6:09:36,2584
6:09:37,3403
6:09:40,2442
6:09:41,4412
6:09:42,3011
6:09:43,4228
6:09:44,3168
6:09:45,4393
6:09:45,1680
6:09:47,1478
6:09:48,4442
6:09:49,4506
6:09:50,4394
6:09:50,3294
6:09:51,2632
6:09:55,3258
6:09:55,2369
6:09:57,4400
6:09:58,4019
6:09:59,4362
6:10:00,3300
6:10:03,2147
6:10:03,3278
6:10:04,3096
6:10:04,3572
6:10:04,2234
6:10:10,2102
6:10:12,2354
6:10:12,2266
6:10:13,2747
6:10:16,1983
6:10:17,3490
6:10:17,3001
6:10:18,4215
6:10:19,4029
6:10:20,2762
6:10:20,3002
6:10:21,2384
6:10:21,2945
6:10:22,4431
6:10:24,2191
6:10:26,1636
6:10:26,4464
6:10:26,4405
6:10:29,4550
6:10:31,2185
6:10:32,4414
6:10:34,1600
6:10:36,3788
6:10:36,4084
6:10:37,2909
6:10:37,3593
6:10:37,4338
6:10:43,3425
6:10:44,2201
6:10:45,3852
6:10:46,2876
6:10:46,3426
6:10:48,2947
6:10:49,2083
6:10:52,1651
6:10:53,2078
6:10:56,3539
6:10:57,3503
6:10:57,4069
6:10:59,4337
6:11:00,4352
6:11:02,3429
6:11:03,1933
6:11:03,4311
6:11:08,2943
6:11:09,3426
6:11:09,3245
6:11:10,1478
6:11:10,2933
6:11:10,4551
6:11:12,3426
6:11:12,4043
6:11:12,1594
6:11:12,4042
6:11:14,1621
6:11:15,2769
6:11:17,3198
6:11:18,3901
6:11:19,4425
6:11:20,4454
6:11:23,2787
6:11:24,3991
6:11:25,2668
6:11:25,3271
6:11:26,3723
6:11:28,4439
6:11:28,2777
6:11:29,4376
6:11:30,4304
6:11:31,4569
6:11:32,4405
6:11:32,1614
6:11:34,2283
6:11:34,4033
6:11:35,3256
6:11:37,4262
6:11:37,1456
6:11:38,1513
6:11:38,2100
6:11:39,4369
6:11:40,3900
6:11:45,2253
6:11:49,2533
6:11:51,1712
6:11:51,4243
6:11:51,3688
6:11:53,4335
6:11:57,2721
6:11:57,2718
6:11:57,2721
6:11:57,4021
6:11:58,3063
6:12:04,1499
6:12:05,1926
6:12:07,3333
6:12:09,2801
6:12:11,4505
6:12:12,4506
6:12:12,4490
6:12:13,3671
6:12:15,2845
6:12:15,2573
6:12:15,1938
6:12:16,2239
6:12:22,2854
6:12:23,1560
6:12:23,3230
6:12:23,4323
6:12:24,2795
6:12:26,4465
6:12:26,4399
6:12:27,4371
6:12:28,1676
6:12:29,3648
6:12:29,3221
6:12:29,3648
6:12:32,4089
6:12:35,4357
6:12:35,1547
6:12:35,4327
6:12:37,4227
6:12:38,2195
6:12:40,3343
6:12:40,4313
6:12:42,4408
6:12:49,4390
6:12:49,3914
6:12:49,4390
6:12:51,4184
6:12:51,2515
6:12:51,2763
6:12:51,3616
6:12:53,4185
6:12:58,2750
6:13:00,4164
6:13:04,4245
6:13:05,2253
6:13:07,3427
6:13:07,4335
6:13:08,3973
6:13:10,1453
6:13:12,2131
6:13:13,3003
6:13:13,4540
6:13:15,2030
6:13:16,3495
6:13:16,2430
6:13:17,4336
6:13:18,3755
6:13:18,1696
6:13:18,1696
6:13:19,3265
6:13:19,2968
6:13:20,2123
6:13:21,2124
6:13:21,3148
6:13:22,1770
6:13:24,4526
6:13:26,3281
6:13:26,4267
6:13:35,4418
6:13:36,3659
6:13:36,3024
6:13:36,3658
6:13:37,2635
6:13:38,4468
6:13:39,4401
6:13:39,2552
6:13:40,4018
6:13:42,2310
6:13:43,4208
6:13:46,1747
6:13:47,4277
6:13:49,1583
6:13:51,4358
6:13:53,4428
6:13:54,4552
6:13:57,2994
6:13:57,1943
6:13:58,2824
6:13:58,3112
6:14:00,4487
6:14:02,3016
6:14:04,1627
6:14:05,1728
6:14:05,4472
6:14:05,3872
6:14:06,3273
6:14:10,3843
6:14:18,3183
6:14:19,3647
6:14:21,2617
6:14:21,2893
6:14:22,1555
6:14:23,3274
6:14:24,4292
6:14:27,3414
6:14:28,1954
6:14:32,3493
6:14:32,3559
6:14:33,2139
6:14:33,2763
6:14:33,2325
6:14:38,4463
6:14:38,4564
6:14:40,3566
6:14:45,4345
6:14:46,3025
6:14:47,4412
6:14:49,3109
6:14:49,1640
6:14:51,3724
6:14:51,2020
6:14:52,4356
6:14:53,4132
6:14:55,2160
6:14:55,2422
6:14:55,4225
6:14:56,4452
6:14:56,4540
6:14:57,4051
6:14:57,4319
6:14:57,4050
6:14:57,4440
6:14:57,4550
6:14:58,3878
6:14:58,2338
6:15:00,3613
6:15:02,3756
6:15:02,1696
6:15:05,4554
6:15:08,4508
6:15:12,4407
6:15:12,4077
6:15:13,2733
6:15:17,4118
6:15:18,2786
6:15:19,2671
6:15:20,2001
6:15:20,1751
6:15:21,4549
6:15:21,2588
6:15:21,2269
6:15:22,4078
6:15:23,1520
6:15:24,2281
6:15:24,2157
6:15:25,4394
6:15:26,2830
6:15:26,3749
6:15:27,1981
6:15:29,3708
6:15:30,1470
6:15:30,1586
6:15:31,2775
6:15:31,4448
6:15:32,4477
6:15:35,4527
6:15:37,4504
6:15:39,2064
6:15:42,4336
6:15:42,2579
6:15:43,4359
6:15:44,1630
6:15:45,1938
6:15:50,1515
6:15:56,1805
6:15:56,1913
6:15:58,4120
6:15:58,4121
6:15:59,4120
6:16:00,2755
6:16:03,1664
6:16:03,2729
6:16:04,4556
6:16:04,4556
6:16:06,2161
6:16:07,4485
6:16:09,3584
6:16:09,3912
6:16:12,4429
6:16:14,2997
6:16:15,4153
6:16:19,1988
6:16:20,4452
6:16:20,4397
6:16:22,4298
6:16:25,3988
6:16:26,3042
6:16:26,2538
6:16:27,4441
6:16:27,1496
6:16:28,3693
6:16:28,3894
6:16:29,4557
6:16:31,3103
6:16:32,1615
6:16:33,3928
6:16:34,1478
6:16:35,3071
6:16:35,4000
6:16:37,2125
6:16:40,2355
6:16:43,4302
6:16:43,4427
6:16:43,3241
6:16:43,2222
6:16:45,2211
6:16:46,2400
6:16:48,4556
6:16:48,4192
6:16:49,1965
6:16:50,2153
6:16:52,4486
6:16:54,1946
6:16:55,3418
6:16:55,4005
6:17:00,4560
6:17:00,1588
6:17:01,2749
6:17:02,1918
6:17:03,2555
6:17:03,1475
6:17:04,3024
6:17:04,4560
6:17:05,2755
6:17:07,3472
6:17:08,4325
6:17:08,2355
6:17:10,3628
6:17:11,4558
6:17:12,3115
6:17:13,2978
6:17:14,3884
6:17:14,1600
6:17:15,3219
6:17:18,4055
6:17:18,4053
6:17:18,3684
6:17:20,4535
6:17:21,3056
6:17:21,1487
6:17:24,1704
6:17:25,4449
6:17:26,3524
6:17:28,2818
6:17:29,1953
6:17:29,3108
6:17:30,2604
6:17:30,4245
6:17:31,4342
6:17:32,1856
6:17:33,2476
6:17:38,1572
6:17:38,2291
6:17:38,4241
6:17:39,4393
6:17:39,2649
6:17:40,1488
6:17:41,3515
6:17:41,4030
6:17:41,3513
6:17:42,1609
6:17:43,2833
6:17:45,4491
6:17:48,3477
6:17:48,4357
6:17:48,2647
6:17:49,2808
6:17:51,4143
6:17:52,1603
6:17:52,2192
6:17:53,1686
6:17:53,4055
6:17:54,2984
6:17:55,4148
6:17:56,1802
6:17:56,1620
6:17:56,3585
6:17:56,2609
6:17:58,1576
6:17:59,2609
6:18:00,4292
6:18:01,1590
6:18:04,4365
6:18:05,1661
6:18:05,4394
6:18:05,3145
6:18:06,4400
6:18:06,1713
6:18:07,4401
6:18:07,4443
6:18:10,3593
6:18:11,4402
6:18:12,2533
6:18:13,2826
6:18:15,2321
6:18:17,1982
6:18:19,3269
6:18:19,2088
6:18:20,4569
6:18:24,3948
6:18:24,1759
6:18:24,4385
6:18:25,3713
6:18:27,3073
6:18:27,3363
6:18:27,3376
6:18:29,3638
6:18:30,4459
6:18:30,4241
6:18:31,4245
6:18:34,2444
6:18:40,2723
6:18:41,1930
6:18:41,3191
6:18:42,4568
6:18:43,4296
6:18:43,4569
6:18:44,1654
6:18:44,2314
6:18:45,4315
6:18:48,3891
6:18:51,3182
6:18:51,4418
6:18:52,4567
6:18:52,4443
6:18:52,4317
6:18:53,1612
6:19:00,4045
6:19:00,4436
6:19:00,2532
6:19:03,3111
6:19:04,2904
6:19:04,4548
6:19:07,1682
6:19:08,4493
6:19:09,2231
6:19:09,2710
6:19:12,4550
6:19:14,3004
6:19:17,3124
6:19:18,4440
6:19:21,1549
6:19:22,2796
6:19:24,1734
6:19:24,3839
6:19:27,2617
6:19:27,1609
6:19:28,1680
6:19:28,3625
6:19:30,4344
6:19:30,4372
6:19:30,3283
6:19:31,3291
6:19:31,1961
6:19:33,1615
6:19:35,2774
6:19:36,1489
6:19:37,4534
6:19:37,4227
6:19:39,2203
6:19:39,1724
6:19:40,4283
6:19:40,1870
6:19:41,4306
6:19:42,3080
6:19:43,4450
6:19:45,3244
6:19:46,2945
6:19:47,3736
6:19:51,3794
6:19:53,4267
6:19:56,2940
6:19:57,4510
6:19:57,1650
6:19:58,1629
6:20:00,1525
6:20:00,4544
6:20:00,4486
6:20:02,3792
6:20:06,3636
6:20:08,3566
6:20:10,4472
6:20:11,2736
6:20:16,2106
6:20:17,3475
6:20:17,2367
6:20:18,3921
6:20:18,1629
6:20:19,3132
6:20:20,1763
6:20:22,2389
6:20:27,1663
6:20:29,4536
6:20:30,2209
6:20:32,2664
6:20:33,4385
6:20:33,4060
6:20:35,2754
6:20:35,3688
6:20:37,4431
6:20:37,4393
6:20:38,2066
6:20:38,1662
6:20:39,3429
6:20:39,4447
6:20:39,2300
6:20:39,3050
6:20:39,4354
6:20:41,2311
6:20:42,3316
6:20:42,2195
6:20:44,3451
6:20:44,4395
6:20:45,1653
6:20:50,2518
6:20:50,3127
6:20:51,1563
6:20:52,3400
6:20:53,3391
6:20:54,4432
6:20:57,1612
6:21:00,3896
6:21:00,2301
6:21:00,3365
6:21:01,1892
6:21:03,3944
6:21:03,2298
6:21:04,4512
6:21:05,2664
6:21:07,4014
6:21:07,4424
6:21:07,3463
6:21:09,2573
6:21:09,4246
6:21:09,4527
6:21:10,4536
6:21:11,4371
6:21:11,4372
6:21:12,1943
6:21:12,1511
6:21:13,4341
6:21:14,4426
6:21:15,2330
6:21:15,2525
6:21:16,4377
6:21:17,2769
6:21:17,3612
6:21:18,2332
6:21:18,3581
6:21:18,3581
6:21:19,1707
6:21:20,2436
6:21:21,2935
6:21:22,2001
6:21:22,2002
6:21:24,2322
6:21:25,2277
6:21:26,1553
6:21:29,4479
6:21:31,2345
6:21:31,2615
6:21:31,4461
6:21:33,3826
6:21:35,2823
6:21:37,2325
6:21:39,3484
6:21:40,4274
6:21:40,4057
6:21:45,4120
6:21:47,3742
6:21:48,4215
6:21:49,1456
6:21:50,1652
6:21:51,1612
6:21:52,3255
6:21:53,1720
6:21:53,1716
6:21:55,2780
6:21:57,4515
6:21:57,2721
6:21:58,1724
6:21:58,3003
6:22:00,2387
6:22:00,2032
6:22:01,3090
6:22:01,3205
6:22:01,3270
6:22:01,2720
6:22:01,4519
6:22:02,4449
6:22:03,4427
6:22:06,4471
6:22:06,3113
6:22:06,2121
6:22:06,4459
6:22:08,1941
6:22:08,1495
6:22:09,4350
6:22:09,4424
6:22:10,4325
6:22:12,2195
6:22:13,3960
6:22:13,3829
6:22:14,2795
6:22:16,4187
6:22:18,1548
6:22:18,4212
6:22:19,3533
6:22:19,1627
6:22:20,4263
6:22:20,4261
6:22:22,2497
6:22:23,3823
6:22:27,1870
6:22:28,3281
6:22:30,1559
6:22:32,2981
6:22:32,4568
6:22:32,3945
6:22:32,2233
6:22:33,2510
6:22:35,4346
6:22:35,1756
6:22:35,4346
6:22:36,3648
6:22:39,3321
6:22:40,4330
6:22:42,4440
6:22:44,4416
6:22:45,4003
6:22:46,3978
6:22:46,1628
6:22:46,3910
6:22:48,1924
6:22:48,4445
6:22:49,1512
6:22:51,1513
6:22:56,3882
6:22:58,4409
6:23:00,1739
6:23:01,4465
6:23:01,1835
6:23:01,4222
6:23:03,2441
6:23:03,4315
6:23:03,1711
6:23:03,3926
6:23:06,2472
6:23:07,2465
6:23:08,1940
6:23:10,2704
6:23:13,3404
6:23:13,4464
6:23:15,3383
6:23:15,3696
6:23:15,4034
6:23:16,2711
6:23:16,1786
6:23:16,3373
6:23:16,1786
6:23:17,2480
6:23:17,2500
6:23:17,2480
6:23:18,4578
6:23:23,3414
6:23:23,4178
6:23:24,4038
6:23:25,2091
6:23:25,4527
6:23:26,4129
6:23:28,4531
6:23:29,4435
6:23:29,1930
6:23:29,1737
6:23:29,4435
6:23:32,1620
6:23:34,1502
6:23:34,4204
6:23:35,1625
6:23:35,1503
6:23:36,1512
6:23:37,2760
6:23:37,4494
6:23:44,2784
6:23:45,2019
6:23:46,4464
6:23:47,4496
6:23:48,3888
6:23:48,3468
6:23:49,4418
6:23:49,2378
6:23:49,3413
6:23:51,3134
6:23:51,1803
6:23:55,2529
6:23:56,4375
6:23:56,3704
6:23:57,4429
6:23:59,3003
6:23:59,1449
6:24:00,3723
6:24:03,2035
6:24:04,2063
6:24:05,3565
6:24:06,1936
6:24:06,1801
6:24:10,3491
6:24:10,2041
6:24:10,2495
6:24:15,4445
6:24:15,1624
6:24:17,4157
6:24:19,4098
6:24:20,1520
6:24:21,4531
6:24:22,1483
6:24:24,2836
6:24:24,3806
6:24:25,3727
6:24:27,4339
6:24:29,3808
6:24:33,3268
6:24:37,2226
6:24:38,3890
6:24:44,2499
6:24:44,4555
6:24:45,1597
6:24:47,2628
6:24:48,4529
6:24:49,1567
6:24:52,4103
6:24:52,4450
6:24:54,2251
6:24:56,2560
6:24:56,1454
6:24:57,3391
6:25:00,2905
6:25:00,3856
6:25:00,4075
6:25:00,3828
6:25:06,4408
6:25:06,2880
6:25:07,2941
6:25:11,2735
6:25:11,3384
6:25:13,4331
6:25:15,4267
6:25:15,2448
6:25:16,1879
6:25:17,3630
6:25:17,4402
6:25:17,4403
6:25:21,2320
6:25:21,3471
6:25:23,3914
6:25:25,3565
6:25:25,3339
6:25:25,1628
6:25:28,3652
6:25:28,4155
6:25:32,2009
6:25:33,2437
6:25:33,2369
6:25:36,3993
6:25:40,4571
6:25:42,2097
6:25:43,3510
6:25:43,1686
6:25:43,1540
6:25:44,1493
6:25:44,4124
6:25:51,4271
6:25:51,4214
6:25:52,4403
6:25:53,4373
6:25:54,3821
6:25:55,3009
6:25:56,2688
6:25:57,3514
6:25:58,1856
6:25:58,2479
6:25:58,1776
6:25:59,4559
6:26:00,4093
6:26:00,1651
6:26:00,2477
6:26:02,4217
6:26:02,2997
6:26:04,1987
6:26:06,2913
6:26:06,2914
6:26:07,4402
6:26:07,3312
6:26:09,3442
6:26:09,2184
6:26:11,2546
6:26:12,2853
6:26:13,3251
6:26:14,2954
6:26:18,2103
6:26:18,3543
6:26:20,2473
6:26:21,3922
6:26:21,1971
6:26:22,2233
6:26:24,3511
6:26:25,4368
6:26:28,1600
6:26:29,4169
6:26:33,4078
6:26:34,3350
6:26:35,2394
6:26:35,4262
6:26:35,2982
6:26:37,2983
6:26:40,3475
6:26:40,2780
6:26:41,3733
6:26:41,3982
6:26:43,2400
6:26:44,1602
6:26:45,4350
6:26:45,3123
6:26:45,2110
6:26:46,2245
6:26:47,1492
6:26:47,4357
6:26:47,4161
6:26:51,2265
6:26:52,4421
6:26:52,3883
6:26:52,4458
6:26:53,1524
6:26:54,4442
6:26:54,1937
6:26:55,1680
6:26:56,2446
6:26:57,1486
6:27:00,2420
6:27:05,3458
6:27:08,3891
6:27:10,1483
6:27:12,2023
6:27:13,3121
6:27:13,3120
6:27:13,2834
6:27:13,3122
6:27:18,4241
6:27:20,1905
6:27:22,1446
6:27:24,3833
6:27:29,2946
6:27:29,3819
6:27:30,3398
6:27:32,1660
6:27:32,3837
6:27:33,4343
6:27:36,3394
6:27:37,3883
6:27:39,4218
6:27:41,1509
6:27:43,1479
6:27:44,3080
6:27:44,1961
6:27:45,3472
6:27:47,2452
6:27:48,4254
6:27:51,4282
6:27:51,4257
6:27:57,3682
6:27:58,2296
6:27:58,1579
6:27:58,1799
6:27:58,4264
6:27:59,4466
6:28:00,3238
6:28:01,4145
6:28:05,1594
6:28:05,1969
6:28:05,2956
6:28:06,2616
6:28:06,1457
6:28:07,4469
6:28:08,3054
6:28:08,3185
6:28:09,1436
6:28:11,1604
6:28:12,2421
6:28:13,4332
6:28:14,3882
6:28:18,4489
6:28:18,2895
6:28:19,1603
6:28:20,2855
6:28:20,1612
6:28:21,2125
6:28:21,2270
6:28:22,2743
6:28:22,2214
6:28:22,1482
6:28:23,4268
6:28:26,3953
6:28:26,1647
6:28:26,3148
6:28:29,4471
6:28:29,4287
6:28:31,2612
6:28:31,1877
6:28:32,4166
6:28:33,1482
6:28:33,2746
6:28:35,2160
6:28:35,3978
6:28:35,2805
6:28:36,3853
6:28:38,4547
6:28:41,4396
6:28:45,4369
6:28:46,4421
6:28:46,1598
6:28:48,2203
6:28:50,3283
6:28:50,2771
6:28:51,4565
6:28:54,1643
6:28:54,1642
6:28:57,1638
6:28:59,2178
6:28:59,2819
6:29:00,2177
6:29:01,1687
6:29:04,1541
6:29:08,2181
6:29:10,4041
6:29:10,3233
6:29:10,1458
6:29:11,3174
6:29:12,4249
6:29:13,1618
6:29:13,4422
6:29:14,1594
6:29:15,1814
6:29:16,4336
6:29:19,2163
6:29:19,2945
6:29:21,4474
6:29:25,4431
6:29:26,3857
6:29:30,4194
6:29:34,3053
6:29:34,2015
6:29:35,3576
6:29:35,1633
6:29:36,2764
6:29:36,2070
6:29:36,2248
6:29:36,2255
6:29:36,2248
6:29:37,2679
6:29:42,1804
6:29:44,4537
6:29:44,1650
6:29:46,1476
6:29:48,2194
6:29:53,4569
6:29:53,4180
6:29:55,2516
6:29:56,3648
6:29:59,1501
6:29:59,2130
6:29:59,3181
6:30:02,4512
6:30:03,1496
6:30:04,4340
6:30:05,1626
6:30:05,3167
6:30:07,2705
6:30:07,3989
6:30:08,4220
6:30:08,3056
6:30:08,3041
6:30:08,4224
6:30:11,4551
6:30:12,3478
6:30:13,2864
6:30:15,3225
6:30:15,3707
6:30:20,3861
6:30:22,3007
6:30:25,2296
6:30:26,4444
6:30:27,3370
6:30:28,3726
6:30:29,3411
6:30:29,2176
6:30:31,4524
6:30:31,2151
6:30:32,3757
6:30:34,1486
6:30:34,4112
6:30:35,4249
6:30:35,1425
6:30:37,4209
6:30:40,2894
6:30:41,3032
6:30:43,4434
6:30:43,2957
6:30:45,4440
6:30:46,4152
6:30:52,1692
6:30:56,2759
6:30:57,2625
6:30:57,2196
6:30:58,4234
6:30:58,3246
6:30:59,4263
6:31:00,1707
6:31:00,4010
6:31:02,2863
6:31:02,2971
6:31:05,2674
6:31:05,2627
6:31:10,4451
6:31:10,1800
6:31:10,4247
6:31:11,4537
6:31:12,4398
6:31:16,1631
6:31:16,2755
6:31:20,3877
6:31:21,1593
6:31:27,2224
6:31:27,1626
6:31:28,2636
6:31:31,2193
6:31:33,1649
6:31:33,4519
6:31:34,4528
6:31:37,3931
6:31:38,3514
6:31:39,1508
6:31:40,3944
6:31:40,3926
6:31:42,3946
6:31:42,2473
6:31:43,2239
6:31:43,2936
6:31:44,4450
6:31:45,4145
6:31:45,3017
6:31:46,1699
6:31:46,4145
6:31:47,3393
6:31:47,3295
6:31:48,2668
6:31:48,1726
6:31:52,3088
6:31:54,4381
6:31:56,3275
6:31:57,4352
6:31:58,1658
